#space multi word dictionary extracted by Monika Sharma. Formatted by Roja (26-01-2016)
#Changes:: 1) Separated single word and multi words into separate dictionaries
#          2) English words are converted to lower case
#          3) Added category as 'noun' by default
#          4) If last word is not punctuation then treated last word as head
#             or else treated last but one word as head
#################################################################################
a._c._conductivity	e.sI._cAlakawA#e.sI._cAlakawA#noun#3#RM
angular_distortion	koNIya_virUpaNa#koNIya_virUpaNa#noun#2#RM
angular_lamp_response	koNIya_xIpa-_anukriyA#koNIya_xIpa-_anukriyA#noun#3#RM
angular_measure	koNIya_mApa#koNIya_mApa#noun#2#RM
angular_misalignment	koNIya_kusaMreKaNa#koNIya_kusaMreKaNa#noun#2#RM
angular_momentum	koNIya_AGUrNa/koNIya_saMvega#koNIya_AGUrNa/koNIya_saMvega#noun#2#RM
angular_motion	koNIya_gawi#koNIya_gawi#noun#2#RM
angular_motion_simulation	koNIya_gawi_anukaraNa#koNIya_gawi_anukaraNa#noun#3#RM
angular_orientation_error	koNIya_aBivinyAsa_wruti#koNIya_aBivinyAsa_wruti#noun#3#RM
angular_slot_antenna	koNIya_slAta_EntenA#koNIya_slAta_EntenA#noun#3#RM
angular_velocity	koNIya_gawi#koNIya_gawi#noun#2#RM
anionic_polymerisation	qNAyanI_bahulakIkaraNa#qNAyanI_bahulakIkaraNa#noun#2#RM
annotated_photograph	tippaNiwa_PZotogrAPZa#tippaNiwa_PZotogrAPZa#noun#2#RM
annual_(_thermal_)_wave	vArRika_(wApa)_waraMga#vArRika_(wApa)_waraMga#noun#5#RM
annular_eclipse	valayAkAra_grahaNa#valayAkAra_grahaNa#noun#2#RM
annular_ring	valayAkAra_riMga/valayAkAra_muxrikA#valayAkAra_riMga/valayAkAra_muxrikA#noun#2#RM
annular_spray_injector	valayAkAra_PuhAra_aMwarkRepiwra#valayAkAra_PuhAra_aMwarkRepiwra#noun#3#RM
anode_bend_detector	Enoda_baMka_saMsUcaka#Enoda_baMka_saMsUcaka#noun#3#RM
anode_breakdown	voltage_Enoda_BaMga_voltawA#voltage_Enoda_BaMga_voltawA#noun#2#RM
anode_characteristic	Enoda_aBilakRaNa#Enoda_aBilakRaNa#noun#2#RM
anode_current	Enoda_XArA#Enoda_XArA#noun#2#RM
anode_efficiency	Enoda_xakRawA#Enoda_xakRawA#noun#2#RM
anode_resistance	Enoda_prawiroXa#Enoda_prawiroXa#noun#2#RM
anodising_(_=_anodise_)	EnodIkaraNa#EnodIkaraNa#noun#4#RM
antarctic_circle	xakRiNa_Xruvavqwwa#xakRiNa_Xruvavqwwa#noun#2#RM
antenna_array	EntenA_vyUha#EntenA_vyUha#noun#2#RM
antenna_beamwidth	EntenA_kiraNa/puMja_viswAra#EntenA_kiraNa/puMja_viswAra#noun#2#RM
antenna_coupler	EntenA_yugmaka#EntenA_yugmaka#noun#2#RM
antenna_coverage	EntenA_vyApwi#EntenA_vyApwi#noun#2#RM
antenna_design	EntenA_dijZAina/aBikalpa#EntenA_dijZAina/aBikalpa#noun#2#RM
antenna_efficiency	EntenA_xakRawA#EntenA_xakRawA#noun#2#RM
antenna_field	EntenA_kRewra#EntenA_kRewra#noun#2#RM
antenna_gain	EntenA_labXi#EntenA_labXi#noun#2#RM
antenna_parabolic_reflector	EntenA_paravalayika_parAvarwaka#EntenA_paravalayika_parAvarwaka#noun#3#RM
antenna_pattern	EntenA_ciwrAma/measurement_EntenA_ciwrAma_mApa#EntenA_ciwrAma/measurement_EntenA_ciwrAma_mApa#noun#2#RM
antenna_polarization	EntenA_XruvaNa#EntenA_XruvaNa#noun#2#RM
antenna_region	EntenA_kRewra#EntenA_kRewra#noun#2#RM
antenna_relay	EntenA_rile#EntenA_rile#noun#2#RM
antenna_sidelobe	EntenA_pArSva_pAli#EntenA_pArSva_pAli#noun#2#RM
antenna_surface	EntenA_pqRTIya#EntenA_pqRTIya#noun#2#RM
antenna_temperature	EntenA_wApa#EntenA_wApa#noun#2#RM
antenna_tower	EntenA_swaMBa#EntenA_swaMBa#noun#2#RM
antenna_tube	EntenA_nalikA#EntenA_nalikA#noun#2#RM
antenna_verter	parivarwiwrayukwa_EntenA#parivarwiwrayukwa_EntenA#noun#2#RM
antenna_wire	EntenA_wAra#EntenA_wAra#noun#2#RM
anti-transmit_receive_switch_(_atr_switch_)	prawi-preRa-grAhI_svica_(etIAra_svica)#prawi-preRa-grAhI_svica_(etIAra_svica)#noun#6#RM
antifading_antenna	avawIvraNaroXI_EntenA#avawIvraNaroXI_EntenA#noun#2#RM
antifriction_roller	GarRaNaroXI_belana#GarRaNaroXI_belana#noun#2#RM
antinoise_microphone	ravaroXI_mAikroPZona#ravaroXI_mAikroPZona#noun#2#RM
antiphase_domain	prAvasWAroXI_praBAva_kRewra/prawikalA_praBAva_kRewra#prAvasWAroXI_praBAva_kRewra/prawikalA_praBAva_kRewra#noun#2#RM
antipodal_signal	prawivyAsAMwa_signala#prawivyAsAMwa_signala#noun#2#RM
antitail_spin_rocket	pucCa_pracakraNaroXI_rAketa#pucCa_pracakraNaroXI_rAketa#noun#3#RM
antivibration_mount	kaMpanaroXI_Aropa#kaMpanaroXI_Aropa#noun#2#RM
aperture_area	xvAraka_kRewra#xvAraka_kRewra#noun#2#RM
aperture_correction	xvAraka_saMSoXana#xvAraka_saMSoXana#noun#2#RM
aperture_coupling	xvAraka_yugmana#xvAraka_yugmana#noun#2#RM
aperture_distribution	xvAraka_viwaraNa#xvAraka_viwaraNa#noun#2#RM
aperture_loss	xvAraka_hAni#xvAraka_hAni#noun#2#RM
aperture_pattern	xvAraka_ciwrAma#xvAraka_ciwrAma#noun#2#RM
aperture_plane	xvAraka_samawala#xvAraka_samawala#noun#2#RM
aperture_stop	xvAraka_sImaka#xvAraka_sImaka#noun#2#RM
apex_angle	koNa#koNa#noun#2#RM
apex_distance	SIrRa_xUrI#SIrRa_xUrI#noun#2#RM
apogee_kickmotor	apaBU_prakRepa_motara#apaBU_prakRepa_motara#noun#2#RM
apogee_rocket	apaBU_rAketa#apaBU_rAketa#noun#2#RM
apparent_power	ABAsI_Sakwi#ABAsI_Sakwi#noun#2#RM
appleton_layer	Epaltana_swara#Epaltana_swara#noun#2#RM
application_satellite	anuprayoga_upagraha#anuprayoga_upagraha#noun#2#RM
application_technology	anuprayoga_prOxyogikI#anuprayoga_prOxyogikI#noun#2#RM
applied_load	anuprayukwa_loda#anuprayukwa_loda#noun#2#RM
approach_beacon	upagamana_bIkana#upagamana_bIkana#noun#2#RM
approach_control	upagamana_niyaMwraNa#upagamana_niyaMwraNa#noun#2#RM
approach_path	upagamana_paWa#upagamana_paWa#noun#2#RM
approach_velocity	upagamana_vega#upagamana_vega#noun#2#RM
approximation_formula	sannikatana_sUwra#sannikatana_sUwra#noun#2#RM
approximation_method	sannikatana_viXi#sannikatana_viXi#noun#2#RM
apriori_information	pUrvabaxXa_sUcanA#pUrvabaxXa_sUcanA#noun#2#RM
arago_point	Erego_biMxu#Erego_biMxu#noun#2#RM
arbitrary_slope	svecCa_pravaNawA#svecCa_pravaNawA#noun#2#RM
arc_length	cApa_laMbAI/cApa_xErGya#cApa_laMbAI/cApa_xErGya#noun#2#RM
arc_spot_welding	Arka_biMxu_veldiMga#Arka_biMxu_veldiMga#noun#3#RM
archieval_display	aBisaMgrahI_praxarSa#aBisaMgrahI_praxarSa#noun#2#RM
arctic_circle	uwwara_XruvIya_vqwwa#uwwara_XruvIya_vqwwa#noun#2#RM
area_control	kRewra_niyaMwraNa#kRewra_niyaMwraNa#noun#2#RM
area_of_cross_section	anuprasWa_kAta_kRewraPala#anuprasWa_kAta_kRewraPala#noun#4#RM
area_ratio	anupAwa#anupAwa#noun#2#RM
area_weighted_average	kRewra-BAriwa_Osawa#kRewra-BAriwa_Osawa#noun#3#RM
areal_acceleration	kRewrIya_wvaraNa#kRewrIya_wvaraNa#noun#2#RM
areal_ratio	kRewrAnupAwa#kRewrAnupAwa#noun#2#RM
areal_velocity	kRewrIya_vega#kRewrIya_vega#noun#2#RM
argument_of_function	svawaMwra_cara#svawaMwra_cara#noun#3#RM
arithmetic_expression	aMkagaNiwa_vyaMjaka#aMkagaNiwa_vyaMjaka#noun#2#RM
arithmetic_unit	aMkIya_ikAI#aMkIya_ikAI#noun#2#RM
arithmetical_progression	samAMwara_SreNI#samAMwara_SreNI#noun#2#RM
arm_switch	Arma_svica/sajjA_svica#Arma_svica/sajjA_svica#noun#2#RM
arm_time	Arma_samaya/sajjA_samaya#Arma_samaya/sajjA_samaya#noun#2#RM
armstrong_oscillator	ArmastrAMga_xoliwra#ArmastrAMga_xoliwra#noun#2#RM
array_processor	vyUha_saMsAXaka#vyUha_saMsAXaka#noun#2#RM
artificial_barrier	kqwrima_vyavaXAna/roXa#kqwrima_vyavaXAna/roXa#noun#2#RM
artificial_dielectric	kqwrima_parAvExyuwa#kqwrima_parAvExyuwa#noun#2#RM
artificial_gravity	kqwrima_guruwva#kqwrima_guruwva#noun#2#RM
artificial_language	kqwrima_BARA#kqwrima_BARA#noun#2#RM
artificial_load	kqwrima_loda#kqwrima_loda#noun#2#RM
artificial_planet	kqwrima_graha#kqwrima_graha#noun#2#RM
artificial_satellite	kqwrima_upagraha#kqwrima_upagraha#noun#2#RM
arundel_method	erundela_viXi#erundela_viXi#noun#2#RM
ascension_mounting	ArohI_AropaNa#ArohI_AropaNa#noun#2#RM
ash_content	rAKa_aMSa/BasmAMSa#rAKa_aMSa/BasmAMSa#noun#2#RM
ashing_arc	xamaka_cApa#xamaka_cApa#noun#2#RM
aspect_angle	aBimuKawA_koNa#aBimuKawA_koNa#noun#2#RM
aspect_ratio	aBimuKawAnupAwa#aBimuKawAnupAwa#noun#2#RM
assemble_editing	kodAMwaraNa_saMpAxana#kodAMwaraNa_saMpAxana#noun#2#RM
assembly_language	kodAMwaraNa_BARA#kodAMwaraNa_BARA#noun#2#RM
assisted_take_off_jet	sahAya_uwprasWAna_jeta#sahAya_uwprasWAna_jeta#noun#4#RM
astable_circuit	asWAyI_paripaWa#asWAyI_paripaWa#noun#2#RM
astro_geodetic_arc	Kagola_BUmiwi_cApa#Kagola_BUmiwi_cApa#noun#3#RM
astrogeodetic_deflection	Kagola_BUgaNiwIya_vikRepa#Kagola_BUgaNiwIya_vikRepa#noun#2#RM
astronomical_unit_(_au_)	KagolIya_ikAI_(e.yU.)#KagolIya_ikAI_(e.yU.)#noun#4#RM
asymmetric_thrust	asamamiwa_praNoxa#asamamiwa_praNoxa#noun#2#RM
asynchronous_circuit	awulyakAlika_paripaWa#awulyakAlika_paripaWa#noun#2#RM
atmospheric_attenuation	vAyumaMdalIya_kRINana#vAyumaMdalIya_kRINana#noun#2#RM
atmospheric_braking	vAyumaMdalIya_breka#vAyumaMdalIya_breka#noun#2#RM
atmospheric_constituent	vAyumaMdalIya_saMracaka#vAyumaMdalIya_saMracaka#noun#2#RM
atmospheric_delay	AyumaMdalIya_vilaMba#AyumaMdalIya_vilaMba#noun#2#RM
atmospheric_duct	vAyumaMdalIya_vAhikA#vAyumaMdalIya_vAhikA#noun#2#RM
atmospheric_dust	vAyumaMdalIya_XUli#vAyumaMdalIya_XUli#noun#2#RM
atmospheric_electricity	vAyumaMdalIya_vixyuw#vAyumaMdalIya_vixyuw#noun#2#RM
atmospheric_instability	vAyumaMdalIya_asWirawA#vAyumaMdalIya_asWirawA#noun#2#RM
atmospheric_noise	vAyumaMdalIya_rava#vAyumaMdalIya_rava#noun#2#RM
atmospheric_oceanic_information_process_system_(_aoips_)	vAyumaMdala-mahAsAgara_sUcanA_saMsAXana_praNAlI_(e.o.AI.pI.esa.)#vAyumaMdala-mahAsAgara_sUcanA_saMsAXana_praNAlI_(e.o.AI.pI.esa.)#noun#7#RM
atmospheric_stability	vAyumaMdalIya_sWirawA#vAyumaMdalIya_sWirawA#noun#2#RM
atmospheric_temperature	vAyumaMdalIya_wApa#vAyumaMdalIya_wApa#noun#2#RM
atmospheric_transmittance	vAyumaMdalIya_pAragamyawA#vAyumaMdalIya_pAragamyawA#noun#2#RM
atmospheric_turbulence	vAyumaMdalIya_prakRoBa#vAyumaMdalIya_prakRoBa#noun#2#RM
atmospheric_window	vAyumaMdalIya_gavAkRa#vAyumaMdalIya_gavAkRa#noun#2#RM
atomic_energy	paramANu_UrjA#paramANu_UrjA#noun#2#RM
atomic_explosion	paramANvika_visPota#paramANvika_visPota#noun#2#RM
atomic_frequency	paramANvika_Avqwwi#paramANvika_Avqwwi#noun#2#RM
atomic_hydrogen	paramANu_hAidrojana#paramANu_hAidrojana#noun#2#RM
atomic_number	paramANu_saMKyA#paramANu_saMKyA#noun#2#RM
atomic_rocket	paramANu_rAketa#paramANu_rAketa#noun#2#RM
atomic_rocket_power_plant	paramANu_rAketa_Sakwi_saMyaMwra#paramANu_rAketa_Sakwi_saMyaMwra#noun#4#RM
atomic_scattering-factor	paramANu_prakIrNana_guNaka#paramANu_prakIrNana_guNaka#noun#2#RM
atomic_time	paramANvika_kAla#paramANvika_kAla#noun#2#RM
atomic_torch	paramANvika_tArca#paramANvika_tArca#noun#2#RM
atomic_volume	paramANu_Ayawana#paramANu_Ayawana#noun#2#RM
atomic_weight	paramANu_BAra#paramANu_BAra#noun#2#RM
atomised_spray	kaNiwa_PuhAra#kaNiwa_PuhAra#noun#2#RM
atomiser_mill	kaNa_peRaNI#kaNa_peRaNI#noun#2#RM
attached_jet	saMlagna_jeta#saMlagna_jeta#noun#2#RM
attenuation_constant	kRINana_niyawAMka/kRINanAMka#kRINana_niyawAMka/kRINanAMka#noun#2#RM
attenuation_equalizer	kRINana_samakArI#kRINana_samakArI#noun#2#RM
attitude_control	aBivqwwi_niyaMwraNa#aBivqwwi_niyaMwraNa#noun#2#RM
attitude_correction	aBivqwwi_saMSoXana/aBivqwwi_saMSuxXi#aBivqwwi_saMSoXana/aBivqwwi_saMSuxXi#noun#2#RM
attitude_indicator	aBivqwwi_saMsUcaka#aBivqwwi_saMsUcaka#noun#2#RM
attitude_parameter	aBivqwwi_prAcala#aBivqwwi_prAcala#noun#2#RM
attitude_reference_system	aBivqwwi_nirxeSa_waMwra#aBivqwwi_nirxeSa_waMwra#noun#3#RM
attitude_sensor	aBivqwwi_saMvexaka#aBivqwwi_saMvexaka#noun#2#RM
attitude_test	aBivqwwi_parIkRaNa#aBivqwwi_parIkRaNa#noun#2#RM
attrition_mill	sanniGarRaNa_mila/preRaNI#sanniGarRaNa_mila/preRaNI#noun#2#RM
audibility_threshold	SravyawA_xehalI#SravyawA_xehalI#noun#2#RM
audio_frequency	SravaNa_Avqwwi/Sravya_Avqwwi#SravaNa_Avqwwi/Sravya_Avqwwi#noun#2#RM
audiovisual_equipment	xqSya-Sravya_upakaraNa#xqSya-Sravya_upakaraNa#noun#2#RM
augmented_test	saMvarXiwa_parIkRaNa#saMvarXiwa_parIkRaNa#noun#2#RM
aurora_polaris	XruvIya_jyowi#XruvIya_jyowi#noun#2#RM
auto_track	svawa:paWa_anuvarwana#svawa:paWa_anuvarwana#noun#2#RM
auto_transformer	oYto_trAMsaPoYrmara#oYto_trAMsaPoYrmara#noun#2#RM
autocorrelation_function	svasahasaMbaMXa_Palana#svasahasaMbaMXa_Palana#noun#2#RM
autodyne_reception	AtodAina_aBigrahaNa#AtodAina_aBigrahaNa#noun#2#RM
autoignition_temperature	svawojvalana_wApa/Awmajvalana#svawojvalana_wApa/Awmajvalana#noun#2#RM
autokinetic_illusion	svagawika_Brama#svagawika_Brama#noun#2#RM
automatic_aiming	svawa:saMXAna_svacAliwa_kampyUtara#svawa:saMXAna_svacAliwa_kampyUtara#noun#2#RM
automatic_computer	svacAliwa_aBikaliwra#svacAliwa_aBikaliwra#noun#2#RM
automatic_data_processing_system_(_adps_)	svawa:_detA_saMsAXana_waMwra_(e.dI.pI.esa.)#svawa:_detA_saMsAXana_waMwra_(e.dI.pI.esa.)#noun#6#RM
automatic_degausser	svacAliwa_vicuMbakaka#svacAliwa_vicuMbakaka#noun#2#RM
automatic_direction	finder_(ADF)_svacAliwa_xiSA_nirXAraka_(e.dI.ePa.)#finder_(ADF)_svacAliwa_xiSA_nirXAraka_(e.dI.ePa.)#noun#2#RM
automatic_frequency_control	svacAliwa_Avqwwi_niyaMwraNa#svacAliwa_Avqwwi_niyaMwraNa#noun#3#RM
automatic_gain_control_(_agc_)	svacAliwa_labXi_niyaMwraNa_(e.jI.sI.)#svacAliwa_labXi_niyaMwraNa_(e.jI.sI.)#noun#5#RM
automatic_loading	svaBAraNa#svaBAraNa#noun#2#RM
automatic_machine	svacAliwa_maSIna#svacAliwa_maSIna#noun#2#RM
automatic_recording	svawa:_aBileKana#svawa:_aBileKana#noun#2#RM
automatic_request	svawa:_nivexana#svawa:_nivexana#noun#2#RM
automatic_shutdown	svawa:_virAma#svawa:_virAma#noun#2#RM
automatic_tracking	svawa:_anuvarwana#svawa:_anuvarwana#noun#2#RM
automatic_voltage_stabilizer	svawa:_voltawA_niyAmiwra/sWAyIkArI#svawa:_voltawA_niyAmiwra/sWAyIkArI#noun#3#RM
automatic_volume_control	svawa:_prabalawA_niyaMwraNa#svawa:_prabalawA_niyaMwraNa#noun#3#RM
automatic_white_control	svawa:_Svewa_niyaMwraNa#svawa:_Svewa_niyaMwraNa#noun#3#RM
auxiliary_contact	awirikwa_saMparkiwra#awirikwa_saMparkiwra#noun#2#RM
auxiliary_fluid_ignition	sahAyaka_warala_jvalana#sahAyaka_warala_jvalana#noun#3#RM
auxiliary_nozzle	sahAyaka_noYjZala#sahAyaka_noYjZala#noun#2#RM
auxiliary_power_source	sahAyaka_Sakwi_srowa#sahAyaka_Sakwi_srowa#noun#3#RM
auxiliary_power_unit	sahAyaka_Sakwi_ekaka#sahAyaka_Sakwi_ekaka#noun#3#RM
auxiliary_rocket_engine	sahAyaka_rAketa_iMjana#sahAyaka_rAketa_iMjana#noun#3#RM
available_energy	prApya_UrjA/labXa_UrjA#prApya_UrjA/labXa_UrjA#noun#2#RM
available_power	prApya_Sakwi/prApya_UrjA#prApya_Sakwi/prApya_UrjA#noun#2#RM
avalanche_breakdown	sKalana_BaMga/EvalAMSI_BaMga#sKalana_BaMga/EvalAMSI_BaMga#noun#2#RM
average_flow_rate	Osawa_pravAha_xara#Osawa_pravAha_xara#noun#3#RM
average_information_content	Osawa_sUcanA_aMSa#Osawa_sUcanA_aMSa#noun#3#RM
average_magnitude_error	Osawa_parimANa_wruti#Osawa_parimANa_wruti#noun#3#RM
average_magnitude_of_error_(_ame_)	wruti_kA_Osawa_parimANa#wruti_kA_Osawa_parimANa#noun#6#RM
average_mixture_ratio	Osawa_miSraNa_anupAwa#Osawa_miSraNa_anupAwa#noun#3#RM
average_molecular_weight_average_picture_level	Osawa_aNuBAra_Osawa_ciwra_swara#Osawa_aNuBAra_Osawa_ciwra_swara#noun#6#RM
average_power	Osawa_Sakwi#Osawa_Sakwi#noun#2#RM
average_pressure	Osawa_xAba#Osawa_xAba#noun#2#RM
average_thrust	Osawa_praNoxa#Osawa_praNoxa#noun#2#RM
aviation_gasoline	vEmAnika_gEsolIna#vEmAnika_gEsolIna#noun#2#RM
axial_clearance	akRIya_avakASa#akRIya_avakASa#noun#2#RM
axial_exit_nozzle	akRIya_nikAsa_noYjZala#akRIya_nikAsa_noYjZala#noun#3#RM
axial_flow	akRIya_pravAha#akRIya_pravAha#noun#2#RM
axial_flow_compressor	akRIya_pravAha_saMpIdaka#akRIya_pravAha_saMpIdaka#noun#3#RM
axial_flow_pump	akRIya_pravAha_paMpa#akRIya_pravAha_paMpa#noun#3#RM
axial_force	akRIya_bala#akRIya_bala#noun#2#RM
axial_mode	akRIya_viXA#akRIya_viXA#noun#2#RM
axial_ratio	akRIya_anupAwa#akRIya_anupAwa#noun#2#RM
axial_strain	+kRIya_vikqwi#+kRIya_vikqwi#noun#2#RM
axially_symmetrical_jet	akRawa:_samamiwa_jeta#akRawa:_samamiwa_jeta#noun#3#RM
axis_of_homology	samajAwIya_akRa#samajAwIya_akRa#noun#3#RM
axis_of_symmetry	samamiwi_akRa#samamiwi_akRa#noun#3#RM
axis_of_thrust	praNoxa_akRa#praNoxa_akRa#noun#3#RM
axle_(_=axel_)	XurI#XurI#noun#3#RM
axle_box	XurI_baksa#XurI_baksa#noun#2#RM
azeotropic_distillation	sWirakvAWI_Asavana#sWirakvAWI_Asavana#noun#2#RM
azimuth_assembly	xigaMSa_samuccaya#xigaMSa_samuccaya#noun#2#RM
azimuth_axis	xigaMSa_akRa#xigaMSa_akRa#noun#2#RM
azimuth_bearing	xigaMSa_beyariMga#xigaMSa_beyariMga#noun#2#RM
azimuth_brake	xigaMSa_breka#xigaMSa_breka#noun#2#RM
azimuth_gear_box	xigaMSa_giyara_baksa#xigaMSa_giyara_baksa#noun#3#RM
azimuth_motor	xigaMSa_motara#xigaMSa_motara#noun#2#RM
azimuth_twins_table	xigaMSa_yugala_maMca#xigaMSa_yugala_maMca#noun#3#RM
back_blast	paSca_visPota#paSca_visPota#noun#2#RM
back_fire	paSca_xAga#paSca_xAga#noun#2#RM
back_fire_antenna	paSca_vikiraNa_EntenA#paSca_vikiraNa_EntenA#noun#3#RM
back_firing	paSca_jvAlana#paSca_jvAlana#noun#2#RM
back_focus	paSca_PZokasa#paSca_PZokasa#noun#2#RM
back_heating	paSca_wApana#paSca_wApana#noun#2#RM
back_lash	paSca_gamana#paSca_gamana#noun#2#RM
back_mixing	paSca_miSraNa#paSca_miSraNa#noun#2#RM
back_porch	ciwra_paSca/paSca_aMwarAla#ciwra_paSca/paSca_aMwarAla#noun#2#RM
back_porch_tilt	paSca_aMwarAla_JukAva#paSca_aMwarAla_JukAva#noun#3#RM
back_pressure	paSca_xAba#paSca_xAba#noun#2#RM
back_scatter	paSca_prakIrNa#paSca_prakIrNa#noun#2#RM
back_scatter_radar	paSca_prakIrNI_redAra#paSca_prakIrNI_redAra#noun#3#RM
back_scatter_ultraviolet	paSca_prakIrNa#paSca_prakIrNa#noun#3#RM
back_scattering_coefficient	paSca_prakIrNana_guNAMka#paSca_prakIrNana_guNAMka#noun#3#RM
back_space	paSca_aMwarAla#paSca_aMwarAla#noun#2#RM
back_stop	paScagawika_sImaka#paScagawika_sImaka#noun#2#RM
back_tracking	paSca_anuvarwana#paSca_anuvarwana#noun#2#RM
back_up_mode	saMpoRI_viXA/pUrwikara_viXA#saMpoRI_viXA/pUrwikara_viXA#noun#3#RM
back_wash	paSca_XAvana#paSca_XAvana#noun#2#RM
background_luminance	pqRTaBUmika_praxIpwi#pqRTaBUmika_praxIpwi#noun#2#RM
background_noise	pqRTaBUmika_rava#pqRTaBUmika_rava#noun#2#RM
background_radiation	pqRTaBUmika_vikiraNa#pqRTaBUmika_vikiraNa#noun#2#RM
backport_injection	paScaxvAraka_aMwa:_kRepaNa#paScaxvAraka_aMwa:_kRepaNa#noun#2#RM
backward_wave	paScagAmI_waraMga#paScagAmI_waraMga#noun#2#RM
backward_wave_tube	paSca_waraMga_nalI#paSca_waraMga_nalI#noun#3#RM
baffle_board	vyAroXapatta#vyAroXapatta#noun#2#RM
baffle_tower_extractor	vyAroXa_swaMBa_niRkarRaka#vyAroXa_swaMBa_niRkarRaka#noun#3#RM
bag_filter	WElA_PLltara#WElA_PLltara#noun#2#RM
bag_moulding	WElA_saMcakana#WElA_saMcakana#noun#2#RM
balance_wheel	kAla_niyaMwraka_pahiyA#kAla_niyaMwraka_pahiyA#noun#2#RM
balanced_binary_tree	saMwuliwa_xvi-AXArI_trI#saMwuliwa_xvi-AXArI_trI#noun#3#RM
balanced_gyroscope	saMwuliwa_GUrNAkRasWApI#saMwuliwa_GUrNAkRasWApI#noun#2#RM
balanced_modulator	saMwuliwa_mAduliwra#saMwuliwa_mAduliwra#noun#2#RM
balancing_circuit	saMwulana_paripaWa#saMwulana_paripaWa#noun#2#RM
balancing_unit	saMwulana_ekaka#saMwulana_ekaka#noun#2#RM
ball_bearing	boYla_beyariMga#boYla_beyariMga#noun#2#RM
ball_mill	boYla_mila/kaMxuka_peRaNI#boYla_mila/kaMxuka_peRaNI#noun#2#RM
ball_type_viscometer	kaMxuka_SyAnawAmApI#kaMxuka_SyAnawAmApI#noun#3#RM
ball_valve	boYla_vAlva#boYla_vAlva#noun#2#RM
ballistic_ascent	prAkRepikIya_ArohaNa#prAkRepikIya_ArohaNa#noun#2#RM
ballistic_body	prAkRepikIya_piMda#prAkRepikIya_piMda#noun#2#RM
ballistic_camera	prAkRepikIya_kEmarA#prAkRepikIya_kEmarA#noun#2#RM
ballistic_coefficient	prAkRepikIya_guNAMka#prAkRepikIya_guNAMka#noun#2#RM
ballistic_efficiency	prAkRepikIya_xakRawA#prAkRepikIya_xakRawA#noun#2#RM
ballistic_missile	prakRepAswra#prakRepAswra#noun#2#RM
ballistic_modifier	prAkRepika_Aparivarwaka#prAkRepika_Aparivarwaka#noun#2#RM
ballistic_potential	prAkRepika_viBava#prAkRepika_viBava#noun#2#RM
ballistic_range	prAkRepika_parAsa#prAkRepika_parAsa#noun#2#RM
ballistic_sensitivity	prAkRepika_sugrAhiwA#prAkRepika_sugrAhiwA#noun#2#RM
ballistic_support	prAkRepika_AXAra#prAkRepika_AXAra#noun#2#RM
ballistic_temperature	prAkRepika_wApa/prAkRepIya_wApa#prAkRepika_wApa/prAkRepIya_wApa#noun#2#RM
ballistic_test	prAkRepika_parIkRaNa#prAkRepika_parIkRaNa#noun#2#RM
ballistic_trajectory	mukwa_prakRepa_paWa#mukwa_prakRepa_paWa#noun#2#RM
ballistic_vehicle	prAkRepikI_yAna#prAkRepikI_yAna#noun#2#RM
ballistic_wind	prAkRepika_pavana#prAkRepika_pavana#noun#2#RM
balloon_flight	gubbArA/bElUna_gubbArA_udZAna/bElUna_udZAna#gubbArA/bElUna_gubbArA_udZAna/bElUna_udZAna#noun#2#RM
balloon_sonde	bElUna_soMda#bElUna_soMda#noun#2#RM
balloonborne_instrument	bElUnavAhiwa_yaMwra#bElUnavAhiwa_yaMwra#noun#2#RM
ballooning_instability	bElUnI_asWAyiwva#bElUnI_asWAyiwva#noun#2#RM
ballooning_mode	bElUnI_viXA#bElUnI_viXA#noun#2#RM
banana_socket	banAnA_sAketa/kaxalI_sAketa#banAnA_sAketa/kaxalI_sAketa#noun#2#RM
band_expansion_factor	bEMda_viswArI_guNaka#bEMda_viswArI_guNaka#noun#3#RM
band_limited_signal	bEMda_sImiwa_signala#bEMda_sImiwa_signala#noun#3#RM
band_matrix	bEMda_mEtriksa#bEMda_mEtriksa#noun#2#RM
band_pass	bEMda_pAraka#bEMda_pAraka#noun#2#RM
band_pass_limiter	bEMda_pAraka_sImaka#bEMda_pAraka_sImaka#noun#3#RM
band_spreading	bEMda_viswAraNa#bEMda_viswAraNa#noun#2#RM
band_stop	bEMda_varjaka#bEMda_varjaka#noun#2#RM
bandpass_channel_filter	bEMda_pAraka_cEnala_PLltara#bEMda_pAraka_cEnala_PLltara#noun#3#RM
bandpass_correlation	bEMda_pAraka_sahasaMbaMXa#bEMda_pAraka_sahasaMbaMXa#noun#2#RM
bandpass_filter_(_bpf_)	bEMda_pAraka_PLltara_(bI.pI.ePa.)#bEMda_pAraka_PLltara_(bI.pI.ePa.)#noun#4#RM
bandwidth_channel	bEMda_viswAra_cEnala#bEMda_viswAra_cEnala#noun#2#RM
bandwidth_equivalent_noise	bEMda_viswAra_wulya_rava#bEMda_viswAra_wulya_rava#noun#3#RM
bandwidth_product_gain	bEMda_viswAra_guNaka_labXi#bEMda_viswAra_guNaka_labXi#noun#3#RM
bang-bang_control	bEMga-bEMga_niyaMwraNa#bEMga-bEMga_niyaMwraNa#noun#2#RM
bar_graph	swaMBa_grAPa/bAra_grAPa#swaMBa_grAPa/bAra_grAPa#noun#2#RM
