usa_jagaha	vahAz/usa_jagaha
sarvaxA	hameSA/saxA/niwya/saxEva/niwya_prawi/sarvaxA/sarvaWA/haraxama/haravakwa/harasamaya/xina-rAwa/xinarAwa/xina_rAwa/rAwa-xina/rAwaxina/niSixina/nisa-vAsara/nisavAsara/niSivAsara/niranwara/niraMwara/anavaXi/sarvaxEva/aharaha/pinnA/aharniSa/ahorAwra
Age_pICe	AgepICe/Age_pICe/Age-pICe/pUrvApara
burI_waraha	burA/KarAba/burI_waraha
sAwagunA	sAwagunA/sawagunA
ahewu	vyarWa/PZajUla/PijUla/PZijUla/anerA/yoM_hI/vqWA/apArWa/bAxa-havAI/bAxahavAI/ahewu/ahewuka/aviraWA
bAyeM	bAez/bAez_bAjZU/bAyeM
praWamawaH	pahale_pahala/praWamawaH/sarva_praWama/sarvapraWama/SurU_meM/pahale-pahala/avvalana/pahile_pahala/pahile_pahala/AraMBa_meM/AraMBawaH/AramBawaH/pahale/SurU_meM/praWama/Axi_meM/praWamawaH/sarvapraWama/pUrva/SuruAwa_meM/SuruvAwa_meM/AramBa_meM/prAramBa_meM
viSeRa_rUpa_se	viSeRakara/KZAsakara/KZAsa_wOra_para/KZAsa_wOra_se/KZAsawOra_para/KZAsawOra_se/KAsawOra_para/KAsawOra_se/KAsakara/viSeRawaH/viSiRtawaH/muKyawaH/viSeRa_rUpa_se
uwa	uXara/usa_ora/pare/uwa/uwana
upAya_se	yukwipUrvaka/upAyawaH/upAya_se/jugawa_lagAkara/warakIba_se/warIkZe_se
karmAnusAra	yaWAkarma/karmAnusAra
svecCawaH	svecCApUrvaka/icCA_se/KZuSI_KZuSI/KZuSI_se/svecCayA/svecCawaH
usa_vakwa	waba/usa_samaya/usa_vakwa
prawikRaNa	lagAwAra/anavarawa/niraMwara/niranwara/wAbadZawodZa/xanAxana/sawawa/XUAzXAra/anaMwara/ananwara/avirAmawaH/aniSa/prawikRaNa/anukRaNa/XadZAXadZa/avirawa/muwwasila/avicCinna/avicCexa/aviSrAnwa/aviSrAMwa/asarAra/aharaha/AsaMga/Asafga/ikawAra/prawikRaNa/pala_pala/pala-pala/prawipala/hara_kRaNa/kRaNa-kRaNa/haraGadZI/hara_GadZI/prawi_kRaNa/kRaNakRaNa/anukRaNa/CinaCina/Cina-Cina/AKana
AjFAnusAra	AjFAnusAra/AxeSAnusAra
haraGadZI	prawikRaNa/pala_pala/pala-pala/prawipala/hara_kRaNa/kRaNa-kRaNa/haraGadZI/hara_GadZI/prawi_kRaNa/kRaNakRaNa/anukRaNa/CinaCina/Cina-Cina/AKana
paScAwa	bAxa/bAxa_meM/paScAw/uparAMwa/anaMwara/paScAwa/uparAnwa/ananwara/pICe/uwwara/aWa/anupaxa/anvakRa
xviguNa	xugunA/xUnA/xogunA/xuganA/xviguNa/xviguNiwa
bina_bole	cupacApa/cupa/mOna/SAMwa/SAnwa/KZAmoSI_se/KAmoSI_se/niSSabxa/avAka/avAk/bina_bole/mOnawaH
animiKa	takatakI_se/ekataka/tukura_tukura/taka-taka/animeRa/animiRa/animiKa/anamiKa/ikataka
hiwArWa	hiwArWa/kalyANArWa
prAyaSaH	prAyaH/akasara/aksara/aXikawara/aXikAMSawaH/jyAxAwara/bahuXA/AmawOra_para/AmawOra_se/aXikAMSawayA/prAyaSaH/anekaXA
sarvawoBAva	BalI-BAzwi/BalI_BAzwi/BarapUra/BalIBAzwi/BalI-BAMwi/BalI_BAMwi/BalIBAMwi/sarvawoBAva/acCI_waraha
aba	PilahAla/PZilahAla/aba/varwamAna_meM/Aja-kala/Ajakala/Aja_kala/AjakAla/ina_xinoM/isa_samaya/saMprawi/aBI/PZilahAla/PilahAla/isa_samaya/aba/aWa/aXunA/saMprawi/samprawi/aBU/aBE/aba/abakI/isabAra/aba_kI/isa_bAra/aba/Age/AinxA/AiMxA/AyaMxA/AyanxA/aba
bAsaUra	SiRtawaH/saByawaH/bAsaUra/SAlInawaH/SiRtAcArapUrvaka/salIkZe_se
binA_lAga_lapeta_ke	spaRta/spaRtawaH/Kula_kara/Kule_wOra_para/Kullama_KullA/binA_lAga_lapeta_ke/sAPZa_sAPZa/spaRtawayA/sAPZa-sAPZa/sAPa-sAPa
lagAwAra	lagAwAra/anavarawa/niraMwara/niranwara/wAbadZawodZa/xanAxana/sawawa/XUAzXAra/anaMwara/ananwara/avirAmawaH/aniSa/prawikRaNa/anukRaNa/XadZAXadZa/avirawa/muwwasila/avicCinna/avicCexa/aviSrAnwa/aviSrAMwa/asarAra/aharaha/AsaMga/Asafga/ikawAra
prasannawaH	prasannawApUrvaka/KZuSI_KZuSI/KuSI_KuSI/KZuSI_se/KuSI_se/prasannawaH/saharRa/harRapUrvaka
nAmamAwra	nAmamAwra/leSamAwra/raMcamAwra/WodZA_sA
bawOra	viXipUrvaka/kZAyaxe_se/DaMga_se/warIkZe_se/bawOra/bAkZAyaxA/viXivaw/viXivawa
kAlAMwara_meM	kAlAMwara_meM
anyawra	anyawra/kahIM_Ora/anawa
ajahuz	aba_waka/aBI_waka/Aja_waka/abawaka/aBIwaka/Ajawaka/ajahuz/ajahUz/ajo/ajOM/abalaga
avasi	niHsaMxeha/nissaMxeha/jarUra/jZarUra/niHsanxeha/nissanxeha/nisaMxeha/nisanxeha/binA_Saka/beSaka/bilkula/bilakula/yakInana/yakZInana/avaSyameva/avaSya/alabawwA/bilASaka/aBarama/vASinxA/bASinxA/avasi/aviwarkika/asaMSaya/niSciwawaH/ikaMka
baKZUbI	baKZUbI/baKUbI
isa_bAra	aba/abakI/isabAra/aba_kI/isa_bAra
IrRyApUrNawaH	IrRyApUrvaka/IrRyawaH/xveRapUrvaka/sAsUya/IrRyApUrNawaH
anaXikAra	anaXikAra/aXikArahInawaH
xveRapUrvaka	IrRyApUrvaka/IrRyawaH/xveRapUrvaka/sAsUya/IrRyApUrNawaH
iBa	yoM/yUz/Ese/isa_waraha/isa_prakAra/EsA/iwWaM/ima/imi/iBa/iva/isE/IxqS/IxqSa
saMyogavaSAw	saMyogavaSa/iwwiPZAkZana/iwwiPAkana/iwwaPZAkZana/iwwaPAkana/saMyogavaSAw
pUrvApara	AgepICe/Age_pICe/Age-pICe/pUrvApara
niwya_prawi	hameSA/saxA/niwya/saxEva/niwya_prawi/sarvaxA/sarvaWA/haraxama/haravakwa/harasamaya/xina-rAwa/xinarAwa/xina_rAwa/rAwa-xina/rAwaxina/niSixina/nisa-vAsara/nisavAsara/niSivAsara/niranwara/niraMwara/anavaXi/sarvaxEva/aharaha/pinnA/aharniSa/ahorAwra
umraBara	mqwyuparyanwa/AjIvana/wAumra/umraBara/jZiMxagIBara/jiMxagIBara/jIvanaBara/AmaraNa/aMwima_xama_waka
KZAsawOra_para	viSeRakara/KZAsakara/KZAsa_wOra_para/KZAsa_wOra_se/KZAsawOra_para/KZAsawOra_se/KAsawOra_para/KAsawOra_se/KAsakara/viSeRawaH/viSiRtawaH/muKyawaH/viSeRa_rUpa_se
pAra	pAra/xUsarI_waraPa
Apasa_meM	paraspara/Apasa_meM/eka_xUsare_se/iwarewara
lOtAnI	lOtAnI
nisa-vAsara	hameSA/saxA/niwya/saxEva/niwya_prawi/sarvaxA/sarvaWA/haraxama/haravakwa/harasamaya/xina-rAwa/xinarAwa/xina_rAwa/rAwa-xina/rAwaxina/niSixina/nisa-vAsara/nisavAsara/niSivAsara/niranwara/niraMwara/anavaXi/sarvaxEva/aharaha/pinnA/aharniSa/ahorAwra
rAwoMrAwa	rAwoM-rAwa/rAwoMrAwa
niraMwara	lagAwAra/anavarawa/niraMwara/niranwara/wAbadZawodZa/xanAxana/sawawa/XUAzXAra/anaMwara/ananwara/avirAmawaH/aniSa/prawikRaNa/anukRaNa/XadZAXadZa/avirawa/muwwasila/avicCinna/avicCexa/aviSrAnwa/aviSrAMwa/asarAra/aharaha/AsaMga/Asafga/ikawAra/hameSA/saxA/niwya/saxEva/niwya_prawi/sarvaxA/sarvaWA/haraxama/haravakwa/harasamaya/xina-rAwa/xinarAwa/xina_rAwa/rAwa-xina/rAwaxina/niSixina/nisa-vAsara/nisavAsara/niSivAsara/niranwara/niraMwara/anavaXi/sarvaxEva/aharaha/pinnA/aharniSa/ahorAwra
ikajora	sAWa-sAWa/sAWa_hI/sAWa_hI_sAWa/sAWa/eka_sAWa/ikatTA/ikajora/ekawra/ikawra
vqWA	vyarWa/PZajUla/PijUla/PZijUla/anerA/yoM_hI/vqWA/apArWa/bAxa-havAI/bAxahavAI/ahewu/ahewuka/aviraWA
yawkiMciw	jarA/jZarA/jarA-sA/jZarA-sA/rawwiBara/WodZA/WodZA-sA/WodZA_sA/wanika/yawkiMciw
KatAka_se	Jatapata/catapata/PatAPata/wuraMwa/wuranwa/wawkAla/avilaMba/avilamba/PZOrana/POrana/KatAka_se/wawkRaNa/wadZAka_se/wadZa_se/wapAka_se/awiSIGra/awiSIGrawaH/jalxa_se_jalxa/jalxI_se_jalxI/wadZa_se/hAWoM-hAWa/hAWoM_hAWa/hAWo-hAWa/hAWo_hAWa/Kata_se/Anana-PAnana_meM/AnanaPAnana_meM/siwAba/siwAbI/besAKwA/TahAkA/ikahAI/ikahAU
parasoM	parasoM/parasoM
ikawra	sAWa-sAWa/sAWa_hI/sAWa_hI_sAWa/sAWa/eka_sAWa/ikatTA/ikajora/ekawra/ikawra
KUba	bahuwa/KZUba/KUba/badZA/jyAxA/jZyAxA/aXika/kAPZI/kAPI/kadZA/jamakara/datakara
najaxIka	pAsa_meM/najZaxIka/najaxIka/nikata_meM/kZarIba_meM/samIpa/nikata/pAsa/kZarIba/karIba/sannikata/najIka/muwwasila/arvAka/avixUra/Are/AsapAsa/Asa-pAsa
uxArawApUrvaka	uxArawApUrvaka
kuSalawApUrvaka	sakuSala/kuSalawApUrvaka/kuSalapUrvaka/sahI_salAmawa/sahI-salAmawa/TIka-TAka/TIka_se/TIka-TAka_se/TIkaTAka/baKZEra/baKEra/baKZErIya/baKErIyawa/surakRiwawaH
bagEra	binA/bagZEra/bagEra
cupacApa	cupacApa/cupa/mOna/SAMwa/SAnwa/KZAmoSI_se/KAmoSI_se/niSSabxa/avAka/avAk/bina_bole/mOnawaH
jyoM-jyoM	jEse-jEse/jyoM-jyoM
sAPZa-sAPZa	spaRta/spaRtawaH/Kula_kara/Kule_wOra_para/Kullama_KullA/binA_lAga_lapeta_ke/sAPZa_sAPZa/spaRtawayA/sAPZa-sAPZa/sAPa-sAPa
sacamuca	vAkaI/vAkZaI/vAswava_meM/hakIkawana/hakZIkZawana/xaraasala/asala_meM/sacamuca/saccI-muccI/saccI_muccI/sawyawaH/vaswuwaH
saMkalpapUrvaka	saMkalpapUrvaka/irAxawana/irAxe_se/xqDZawApUrvaka/niScayapUrvaka
BalI-BAMwi	BalI-BAzwi/BalI_BAzwi/BarapUra/BalIBAzwi/BalI-BAMwi/BalI_BAMwi/BalIBAMwi/sarvawoBAva/acCI_waraha
AmUlacUla	bilkula/bilakula/ekaxama/nipata/sarAsara/TIka/niwAMwa/niwAnwa/pUrNawaH/pUrI_waraha_se/pUrNawayA/saMpUrNawaH/saMpUrNawayA/pUrNarupeNa/AmUlacUla/Sawa-prawiSawa
prayojanahInawaH	akAraNa/prayojanahInawaH/Ese_hI/yUz_hI/kAraNahInawaH/bevajaha/uxxeSyahInawaH
rimaJima-rimaJima	rimaJima/rimaJima-rimaJima/rima-Jima
anahaka	vyarWa_hI/yoM_hI/JUTa-mUTa/yOM_hI/yUz_hI/Ese_hI/nAhakZa/nAhaka/PZajZUla/PajUla/PZijZUla/PijUla/anahaka/anAhaka
SiwAba	jalxI/SIGra/SIGrawaH/avilaMbawaH/jalxa/acira/wUrNa/SiwAba/begi/avalaMbiwa/avalambiwa/jalxI_se/ASu/avilaMbiwa/avilambiwa
rAwaxina	hameSA/saxA/niwya/saxEva/niwya_prawi/sarvaxA/sarvaWA/haraxama/haravakwa/harasamaya/xina-rAwa/xinarAwa/xina_rAwa/rAwa-xina/rAwaxina/niSixina/nisa-vAsara/nisavAsara/niSivAsara/niranwara/niraMwara/anavaXi/sarvaxEva/aharaha/pinnA/aharniSa/ahorAwra
Ajanma	Ajanma/jIvanaparyanwa/jIvanaBara
gumasuma	gumasuma
aXikAMSawaH	aXikawaH/aXikAMSawaH/prAyaH/aXikAMSawayA/prAyaH/akasara/aksara/aXikawara/aXikAMSawaH/jyAxAwara/bahuXA/AmawOra_para/AmawOra_se/aXikAMSawayA/prAyaSaH/anekaXA
nirnimeRa	apalaka/nirnimeRa/nirnimiRa/nirnimeKa
muSkila_se	kaTinAI_se/jEse_wEse/muSkila_se/bamuSkila/kaTinawaH/nITi
Upara	Upara/Upara/UzcAI_para/UrxXva/UrXva/Upara/AXAra_para/Upara/aXika/jyAxA/jZyAxA/Upara_se/Upara/Upara
baKEra	sakuSala/kuSalawApUrvaka/kuSalapUrvaka/sahI_salAmawa/sahI-salAmawa/TIka-TAka/TIka_se/TIka-TAka_se/TIkaTAka/baKZEra/baKEra/baKZErIya/baKErIyawa/surakRiwawaH
AmawOra_para	prAyaH/akasara/aksara/aXikawara/aXikAMSawaH/jyAxAwara/bahuXA/AmawOra_para/AmawOra_se/aXikAMSawayA/prAyaSaH/anekaXA
viXihInawaH	viXihInawaH/kuviXipUrvaka/bewarIkZe
niSixina	hameSA/saxA/niwya/saxEva/niwya_prawi/sarvaxA/sarvaWA/haraxama/haravakwa/harasamaya/xina-rAwa/xinarAwa/xina_rAwa/rAwa-xina/rAwaxina/niSixina/nisa-vAsara/nisavAsara/niSivAsara/niranwara/niraMwara/anavaXi/sarvaxEva/aharaha/pinnA/aharniSa/ahorAwra
AxyAMwa	AxyopAMwa/AxyopAnwa/AxyAMwa/AxyAnwa
KZAmoSI_se	cupacApa/cupa/mOna/SAMwa/SAnwa/KZAmoSI_se/KAmoSI_se/niSSabxa/avAka/avAk/bina_bole/mOnawaH
BaviRya_kAla_meM	BaviRya_meM/Age/BaviRya_kAla_meM/agawyA
nArAjagIpUrvaka	aprasannawApUrvaka/nArAjZagIpUrvaka/nAKZuSI_se/nArAjagIpUrvaka/nAKuSI_se
Aja-kala	PilahAla/PZilahAla/aba/varwamAna_meM/Aja-kala/Ajakala/Aja_kala/AjakAla/ina_xinoM/isa_samaya/saMprawi
acAna	acAnaka/ekAeka/sahasA/ekabAragI/ikabAragI/yakAyaka/akasmAwa/akasmAw/anAyAsa/xEvAw/xEvavaSa/Ocaka/aprawyASiwawaH/ApAwawaH/aMcakEM/agawyA/acaka/acAMcaka/acAkA/acAka/acAna/anAgawaH/anyAsa/nAgahAz/AcAna/ikahAI/ikahAU/iwwiPZAkZana/iwwiPAkana/iwwaPZAkZana/iwwaPAkana/ucakA/Ocaka
bArambAra	bAra-bAra/bAra_bAra/bAraMbAra/bArambAra/asakqwa/ahora-bahora
hU-ba-hU	prawirUpawaH/hUbahU/hU-ba-hU
baDZiyA	TIka-TAka/TIkaTAka/TIka/acCA/baDZiyA/acCA/baDZiyA/acCI_waraha/acCI_waraha_se/tanAtana
prawixina	prawixina/haraxina/niwya/hararojZa/rojZa/niwa/roja/rojZAnA/rojAnA/anuxina/niwyaprawi/anuxivasa/aharaha
COgunA	CahagunA/COgunA/CaHgunA
kisa_prakAra_se	kEse/kisa_prakAra_se
aXikArawaH	aXikArapUrvaka/sAXikAra/aXikArawaH
yaWAvaw	yaWAvaw/yaWAvawa
yahAz	yahAz/isa_jagaha/iwaH/iwa/iha/ihAz/ihavAz/IMGe/IhAz
cupake_se	cupake_se/cupake-cupake/xaraparaxA
Upara_se	Upara_se/Upara
jEse-wEse	jEse-wEse
anAgawaH	acAnaka/ekAeka/sahasA/ekabAragI/ikabAragI/yakAyaka/akasmAwa/akasmAw/anAyAsa/xEvAw/xEvavaSa/Ocaka/aprawyASiwawaH/ApAwawaH/aMcakEM/agawyA/acaka/acAMcaka/acAkA/acAka/acAna/anAgawaH/anyAsa/nAgahAz/AcAna/ikahAI/ikahAU/iwwiPZAkZana/iwwiPAkana/iwwaPZAkZana/iwwaPAkana/ucakA/Ocaka
surakRiwawaH	sakuSala/kuSalawApUrvaka/kuSalapUrvaka/sahI_salAmawa/sahI-salAmawa/TIka-TAka/TIka_se/TIka-TAka_se/TIkaTAka/baKZEra/baKEra/baKZErIya/baKErIyawa/surakRiwawaH
bAxa-havAI	vyarWa/PZajUla/PijUla/PZijUla/anerA/yoM_hI/vqWA/apArWa/bAxa-havAI/bAxahavAI/ahewu/ahewuka/aviraWA
basa	basa/alam/alaM/akelA/akele/kevala/sirPZa/mAwra/KAlI/KZAlI/basa/nipata/mahajZa/sirPa/wanhA/wanahA/ekAkI/ekameva/ekaMga/ikelA
aso	aso/asoM/AsO/isa_varRa/isa_sAla
aXimAnawaH	aXimAnawaH/varIyawA_se/acCA_ho_ki
bemawalaba	akAraNa/bemawalaba/niRkAraNa/kAraNahInawaH/animiwwa
uBayawaH	uBayawaH
samAnAnwara	samAMwara/samAnAMwara/samAnwara/samAnAnwara
cupa	cupacApa/cupa/mOna/SAMwa/SAnwa/KZAmoSI_se/KAmoSI_se/niSSabxa/avAka/avAk/bina_bole/mOnawaH
PZOrana	Jatapata/catapata/PatAPata/wuraMwa/wuranwa/wawkAla/avilaMba/avilamba/PZOrana/POrana/KatAka_se/wawkRaNa/wadZAka_se/wadZa_se/wapAka_se/awiSIGra/awiSIGrawaH/jalxa_se_jalxa/jalxI_se_jalxI/wadZa_se/hAWoM-hAWa/hAWoM_hAWa/hAWo-hAWa/hAWo_hAWa/Kata_se/Anana-PAnana_meM/AnanaPAnana_meM/siwAba/siwAbI/besAKwA/TahAkA/ikahAI/ikahAU
wawkAla	Jatapata/catapata/PatAPata/wuraMwa/wuranwa/wawkAla/avilaMba/avilamba/PZOrana/POrana/KatAka_se/wawkRaNa/wadZAka_se/wadZa_se/wapAka_se/awiSIGra/awiSIGrawaH/jalxa_se_jalxa/jalxI_se_jalxI/wadZa_se/hAWoM-hAWa/hAWoM_hAWa/hAWo-hAWa/hAWo_hAWa/Kata_se/Anana-PAnana_meM/AnanaPAnana_meM/siwAba/siwAbI/besAKwA/TahAkA/ikahAI/ikahAU
isa_ora	iXara/isa_ora/yahAz_para/iwaH/iwa/iwE/iwWe
anvakRa	sAmane/Age/samakRa/sammuKa/agre/anvakRa/aBimuKa/xarapeSa/Agala/AgalA/bAxa/bAxa_meM/paScAw/uparAMwa/anaMwara/paScAwa/uparAnwa/ananwara/pICe/uwwara/aWa/anupaxa/anvakRa
axya	Aja/axya
kRaNakRaNa	prawikRaNa/pala_pala/pala-pala/prawipala/hara_kRaNa/kRaNa-kRaNa/haraGadZI/hara_GadZI/prawi_kRaNa/kRaNakRaNa/anukRaNa/CinaCina/Cina-Cina/AKana
Kula_kara	spaRta/spaRtawaH/Kula_kara/Kule_wOra_para/Kullama_KullA/binA_lAga_lapeta_ke/sAPZa_sAPZa/spaRtawayA/sAPZa-sAPZa/sAPa-sAPa
jarA-sA	jarA/jZarA/jarA-sA/jZarA-sA/rawwiBara/WodZA/WodZA-sA/WodZA_sA/wanika/yawkiMciw
pare	uXara/usa_ora/pare/uwa/uwana/xUra/xUrI_para/alaga/pare/pare/Age/bAxa/pare
saharRa	prasannawApUrvaka/KZuSI_KZuSI/KuSI_KuSI/KZuSI_se/KuSI_se/prasannawaH/saharRa/harRapUrvaka
jarUra	niHsaMxeha/nissaMxeha/jarUra/jZarUra/niHsanxeha/nissanxeha/nisaMxeha/nisanxeha/binA_Saka/beSaka/bilkula/bilakula/yakInana/yakZInana/avaSyameva/avaSya/alabawwA/bilASaka/aBarama/vASinxA/bASinxA/avasi/aviwarkika/asaMSaya/niSciwawaH/ikaMka/avaSya/jarUra/jZarUra
Tahara_Tahara_kara	ruka-ruka_kara/ruka-rukakara/virAmawaH/Tahara_Tahara_kara/savirAmawaH
usa_samaya	waba/usa_samaya/usa_vakwa
yaWAkRama	yaWASakwi/Barasaka/yaWAsAXya/yaWAsaMBava/kRamawAnusAra/yaWAkRama
niruxxeSya	uxxeSyahInawaH/niruxxeSya/niruxxeSyawaH
samayAnusAra	samayAnusAra/yaWAsamaya/sasamaya
usa_waraha	vEse/vEsA/usI_waraha/usa_waraha/iva
isa_xOrAna	iwane_meM/isa_bIca/isI_bIca/isa_xOrAna/isa_xaramyAna
saSarIra	saxeha/saSarIra
IrRyawaH	IrRyApUrvaka/IrRyawaH/xveRapUrvaka/sAsUya/IrRyApUrNawaH
WodZA	jarA/jZarA/jarA-sA/jZarA-sA/rawwiBara/WodZA/WodZA-sA/WodZA_sA/wanika/yawkiMciw
hararojZa	prawixina/haraxina/niwya/hararojZa/rojZa/niwa/roja/rojZAnA/rojAnA/anuxina/niwyaprawi/anuxivasa/aharaha
ekawra	sAWa-sAWa/sAWa_hI/sAWa_hI_sAWa/sAWa/eka_sAWa/ikatTA/ikajora/ekawra/ikawra
jZarUra	niHsaMxeha/nissaMxeha/jarUra/jZarUra/niHsanxeha/nissanxeha/nisaMxeha/nisanxeha/binA_Saka/beSaka/bilkula/bilakula/yakInana/yakZInana/avaSyameva/avaSya/alabawwA/bilASaka/aBarama/vASinxA/bASinxA/avasi/aviwarkika/asaMSaya/niSciwawaH/ikaMka/avaSya/jarUra/jZarUra
Osawana	Osawana
sAwaMka	AwaMkapUrvaka/sAwaMka
aksara	prAyaH/akasara/aksara/aXikawara/aXikAMSawaH/jyAxAwara/bahuXA/AmawOra_para/AmawOra_se/aXikAMSawayA/prAyaSaH/anekaXA
Aja	Aja/axya
cUdZAMwa	awyaMwa/awyanwa/awyaXika/be-iMwahA/beiMwahA/bahuwa_aXika/bahuwa_hI/bepanAha/saKZwa/saKwa/jamakara/mahA/nihAyawa/cUdZAMwa/cUdZAnwa/aByaXika/Agara
vakAlawana	vakAlawana
xUsarI_waraPa	pAra/xUsarI_waraPa
kZAyaxe_se	viXipUrvaka/kZAyaxe_se/DaMga_se/warIkZe_se/bawOra/bAkZAyaxA/viXivaw/viXivawa
isa_jagaha	yahAz/isa_jagaha/iwaH/iwa/iha/ihAz/ihavAz/IMGe/IhAz
uparAMwa	bAxa/bAxa_meM/paScAw/uparAMwa/anaMwara/paScAwa/uparAnwa/ananwara/pICe/uwwara/aWa/anupaxa/anvakRa
alpaSaH	alpawaH/WodZA-WodZA/WodZA_WodZA/alpaSaH/kramaSaH/kramAnusAra/yaWAkrama/silasilevAra/bArI-bArI_se/kramavAra/warawIbavAra/ayugapaxa/alpaSaH/XIre-XIre/XIre_XIre/Ahiswe-Ahiswe/AhiswA-AhiswA/hOle-hOle/hole-hole/raPwA-raPwA/alpaSaH
yaWAsamaya	samayAnusAra/yaWAsamaya/sasamaya
galawa_vakwa_para	kusamaya/gZalawa_vakZwa_para/asamaya/bevakZwa/galawa_vakwa_para/bevakwa/bemOke
aMXaXuMXa	aMXAXuMXa/bewahASA/anXAXunXa/aMXaXuMXa/anXaXunXa/utakkara
kisalie	kyoM/kisalie/kisa_vAswe
SAMwa	cupacApa/cupa/mOna/SAMwa/SAnwa/KZAmoSI_se/KAmoSI_se/niSSabxa/avAka/avAk/bina_bole/mOnawaH
syaw	saMBavawaH/SAyaxa/syaw
KZuSI_KZuSI	svecCApUrvaka/icCA_se/KZuSI_KZuSI/KZuSI_se/svecCayA/svecCawaH/prasannawApUrvaka/KZuSI_KZuSI/KuSI_KuSI/KZuSI_se/KuSI_se/prasannawaH/saharRa/harRapUrvaka
krUrawApUrvaka	nirxayawApUrvaka/nirxayawA_se/berahamI_se/bexarxI_se/krUrawApUrvaka/barbarawApUrvaka/kaTorawA_se/kadZAI_se
vApasa	vApasa/vApisa
sarvapraWama	pahale_pahala/praWamawaH/sarva_praWama/sarvapraWama/SurU_meM/pahale-pahala/avvalana/pahile_pahala/pahile_pahala/AraMBa_meM/AraMBawaH/AramBawaH/pahale/SurU_meM/praWama/Axi_meM/praWamawaH/sarvapraWama/pUrva/SuruAwa_meM/SuruvAwa_meM/AramBa_meM/prAramBa_meM
spaRta	spaRta/spaRtawaH/Kula_kara/Kule_wOra_para/Kullama_KullA/binA_lAga_lapeta_ke/sAPZa_sAPZa/spaRtawayA/sAPZa-sAPZa/sAPa-sAPa
anawa	anyawra/kahIM_Ora/anawa
ikaMka	niHsaMxeha/nissaMxeha/jarUra/jZarUra/niHsanxeha/nissanxeha/nisaMxeha/nisanxeha/binA_Saka/beSaka/bilkula/bilakula/yakInana/yakZInana/avaSyameva/avaSya/alabawwA/bilASaka/aBarama/vASinxA/bASinxA/avasi/aviwarkika/asaMSaya/niSciwawaH/ikaMka
hasbe-mAmUla	hasbemAmUla/hasbe-mAmUla/hasba-e-mAmUla/hameSA_kI_waraha
kahUz	kahIM/kahUz/kahuz/kahIM/kahUz/kahuz
Cinna-Binna	wiwara-biwara/aswa-vyaswa/Cinna-Binna/bewarawIba/aswavyaswa/_avyavasWiwa
jarA	jarA/jZarA/jarA-sA/jZarA-sA/rawwiBara/WodZA/WodZA-sA/WodZA_sA/wanika/yawkiMciw
samakRa	sAmane/Age/samakRa/sammuKa/agre/anvakRa/aBimuKa/xarapeSa/Agala/AgalA
niSciMwawaH	niSciMwawaH/ciMwAhInawaH/beKatake
avilaMbiwa	jalxI/SIGra/SIGrawaH/avilaMbawaH/jalxa/acira/wUrNa/SiwAba/begi/avalaMbiwa/avalambiwa/jalxI_se/ASu/avilaMbiwa/avilambiwa
KAmoSI_se	cupacApa/cupa/mOna/SAMwa/SAnwa/KZAmoSI_se/KAmoSI_se/niSSabxa/avAka/avAk/bina_bole/mOnawaH
hAWa_xvArA	hAWa_se/hAWa_xvArA/haswacAliwa_DaMga_se/haswacAlana_xvArA
binA_pariSrama	anAyAsa/binA_pariSrama/aprayawnawaH/prayawnahInawaH/ayAsa
bagaCuta	bagaCuta/bagatuta
yaWAparAXa	yaWAparAXa/aparAXAnusAra
kasakara	kasakara/joraxAra/weja/wejZa/wIvra/wejZI_se/jZora_se/wejI_se/jora_se/wIvrawA_se
ApAwawaH	acAnaka/ekAeka/sahasA/ekabAragI/ikabAragI/yakAyaka/akasmAwa/akasmAw/anAyAsa/xEvAw/xEvavaSa/Ocaka/aprawyASiwawaH/ApAwawaH/aMcakEM/agawyA/acaka/acAMcaka/acAkA/acAka/acAna/anAgawaH/anyAsa/nAgahAz/AcAna/ikahAI/ikahAU/iwwiPZAkZana/iwwiPAkana/iwwaPZAkZana/iwwaPAkana/ucakA/Ocaka
vahAz	vahAz/usa_jagaha
BUwa_meM	awIwa_meM/pahale/BUwa_meM/BUwa_kAla_meM/pICe/piCale_xinoM_meM
wAumra	mqwyuparyanwa/AjIvana/wAumra/umraBara/jZiMxagIBara/jiMxagIBara/jIvanaBara/AmaraNa/aMwima_xama_waka
haravakwa	hameSA/saxA/niwya/saxEva/niwya_prawi/sarvaxA/sarvaWA/haraxama/haravakwa/harasamaya/xina-rAwa/xinarAwa/xina_rAwa/rAwa-xina/rAwaxina/niSixina/nisa-vAsara/nisavAsara/niSivAsara/niranwara/niraMwara/anavaXi/sarvaxEva/aharaha/pinnA/aharniSa/ahorAwra
xaSa_gunA	xasagunA/xaSagunA/xasa_gunA/xaSa_gunA
kaBIkaBI	kaBIkaBI/kaBIkaBAra/yaxAkaxA/kaBI-kaBI/kaBI-kaBAra/yaxA-kaxA/vakwan-POvakwan
WodZA-sA	jarA/jZarA/jarA-sA/jZarA-sA/rawwiBara/WodZA/WodZA-sA/WodZA_sA/wanika/yawkiMciw
awyanwa	awyaMwa/awyanwa/awyaXika/be-iMwahA/beiMwahA/bahuwa_aXika/bahuwa_hI/bepanAha/saKZwa/saKwa/jamakara/mahA/nihAyawa/cUdZAMwa/cUdZAnwa/aByaXika/Agara
asoM	aso/asoM/AsO/isa_varRa/isa_sAla
